n_tries,n_choices,guesses,feedback,won
5,"[6512, 958, 89, 14, 1]","['coins', 'aware', 'hated', 'gleam', 'bleak']","{'false_letters': ['i', 'o', 'n', 'w', 'g', 'd', 'm', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'l', 2: 'e', 3: 'a', 0: 'b', 4: 'k'}, 'misplaced_letters': {0: ['a'], 2: ['a'], 4: ['e'], 1: ['a'], 3: ['e']}}",1
8,"[6512, 2050, 242, 39, 26, 11, 5, 2]","['wound', 'fresh', 'caves', 'pages', 'tales', 'makes', 'babes', 'bases']","{'false_letters': ['f', 'p', 'u', 'o', 'v', 'n', 'w', 'g', 'd', 'm', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {1: 'a', 3: 'e', 4: 's', 0: 'b', 2: 's'}, 'misplaced_letters': {2: ['e', 'b'], 3: ['s']}}",0
5,"[6512, 282, 82, 8, 4]","['wants', 'egypt', 'otter', 'thief', 'timed']","{'false_letters': ['p', 'f', 'o', 'y', 'n', 'w', 'g', 's', 'a', 'r', 'h'], 'true_letters': {3: 'e', 0: 't', 1: 'i', 2: 'm', 4: 'd'}, 'misplaced_letters': {3: ['t'], 0: ['e'], 4: ['t'], 1: ['t'], 2: ['t', 'i']}}",1
4,"[6512, 102, 20, 2]","['limit', 'steel', 'tools', 'talks']","{'false_letters': ['e', 'i', 'm', 'o'], 'true_letters': {0: 't', 4: 's', 1: 'a', 2: 'l', 3: 'k'}, 'misplaced_letters': {0: ['l', 's'], 4: ['t', 'l'], 1: ['t'], 3: ['l']}}",1
4,"[6512, 795, 47, 4]","['rough', 'brian', 'cries', 'tries']","{'false_letters': ['u', 'o', 'n', 'g', 'b', 'a', 'h', 'c'], 'true_letters': {1: 'r', 2: 'i', 3: 'e', 4: 's', 0: 't'}, 'misplaced_letters': {0: ['r']}}",1
3,"[6512, 16, 5]","['passe', 'camps', 'harps']","{'false_letters': ['e', 'm', 'c'], 'true_letters': {1: 'a', 3: 'p', 4: 's', 0: 'h', 2: 'r'}, 'misplaced_letters': {0: ['p'], 2: ['s'], 3: ['s']}}",1
4,"[6512, 652, 35, 1]","['clear', 'honey', 'begin', 'begun']","{'false_letters': ['i', 'o', 'y', 'l', 'r', 'a', 'h', 'c'], 'true_letters': {0: 'b', 1: 'e', 2: 'g', 4: 'n', 3: 'u'}, 'misplaced_letters': {2: ['e', 'n'], 3: ['e']}}",1
5,"[6512, 466, 57, 35, 9]","['chide', 'sings', 'titus', 'limbs', 'vials']","{'false_letters': ['e', 'u', 'n', 'g', 'd', 'm', 'b', 't', 'h', 'c'], 'true_letters': {1: 'i', 4: 's', 0: 'v', 2: 'a', 3: 'l'}, 'misplaced_letters': {2: ['i'], 0: ['s', 'l']}}",1
5,"[6512, 47, 16, 3, 1]","['chart', 'depth', 'month', 'fifth', 'sixth']","{'false_letters': ['e', 'p', 'f', 'o', 'n', 'd', 'm', 'a', 'r', 'c'], 'true_letters': {3: 't', 4: 'h', 1: 'i', 0: 's', 2: 'x'}, 'misplaced_letters': {1: ['h'], 4: ['t']}}",1
3,"[6512, 435, 9]","['grows', 'coach', 'jacob']","{'false_letters': ['g', 'w', 's', 'r', 'h'], 'true_letters': {0: 'j', 1: 'a', 2: 'c', 3: 'o', 4: 'b'}, 'misplaced_letters': {2: ['o', 'a'], 0: ['c'], 1: ['o'], 3: ['c']}}",1
5,"[6512, 390, 22, 11, 1]","['oaths', 'nancy', 'range', 'manna', 'mania']","{'false_letters': ['e', 'o', 'y', 'g', 's', 'r', 't', 'h', 'c'], 'true_letters': {1: 'a', 2: 'n', 0: 'm', 4: 'a', 3: 'i'}, 'misplaced_letters': {0: ['n'], 3: ['n']}}",1
2,"[6512, 2]","['dense', 'dined']","{'false_letters': ['s'], 'true_letters': {0: 'd', 2: 'n', 1: 'i', 3: 'e', 4: 'd'}, 'misplaced_letters': {1: ['e'], 4: ['e']}}",1
4,"[6512, 81, 16, 8]","['false', 'holds', 'bolts', 'rolls']","{'false_letters': ['f', 'e', 'd', 'b', 'a', 't', 'h'], 'true_letters': {2: 'l', 1: 'o', 4: 's', 0: 'r', 3: 'l'}, 'misplaced_letters': {3: ['s']}}",1
5,"[6512, 897, 34, 8, 1]","['added', 'prone', 'serve', 'where', 'there']","{'false_letters': ['p', 'o', 'n', 'v', 'w', 'd', 's', 'a'], 'true_letters': {4: 'e', 1: 'h', 2: 'e', 3: 'r', 0: 't'}, 'misplaced_letters': {3: ['e'], 1: ['r', 'e'], 2: ['r']}}",1
5,"[6512, 212, 30, 17, 2]","['maine', 'fires', 'wider', 'river', 'viper']","{'false_letters': ['f', 'n', 'w', 'm', 'd', 's', 'a'], 'true_letters': {1: 'i', 3: 'e', 4: 'r', 0: 'v', 2: 'p'}, 'misplaced_letters': {2: ['i', 'r', 'v'], 4: ['e'], 0: ['r']}}",1
4,"[6512, 2189, 23, 3]","['fever', 'shuts', 'lunch', 'judah']","{'false_letters': ['f', 'e', 'n', 'v', 's', 'l', 'r', 't', 'c'], 'true_letters': {1: 'u', 4: 'h', 0: 'j', 2: 'd', 3: 'a'}, 'misplaced_letters': {1: ['h'], 2: ['u']}}",1
4,"[6512, 632, 157, 31]","['flung', 'knows', 'hence', 'train']","{'false_letters': ['f', 'e', 'u', 'o', 'g', 'w', 's', 'l', 'k', 'h', 'c'], 'true_letters': {0: 't', 1: 'r', 2: 'a', 3: 'i', 4: 'n'}, 'misplaced_letters': {3: ['n'], 1: ['n'], 2: ['n']}}",1
9,"[6512, 206, 88, 18, 8, 7, 6, 5, 4]","['casts', 'silas', 'means', 'dears', 'fears', 'wears', 'bears', 'years', 'hears']","{'false_letters': ['f', 'i', 'y', 'n', 'w', 'm', 'd', 'b', 'l', 't', 'c'], 'true_letters': {4: 's', 1: 'e', 2: 'a', 3: 'r', 0: 'h'}, 'misplaced_letters': {1: ['a'], 2: ['s'], 0: ['s'], 3: ['a']}}",0
4,"[6512, 814, 166, 9]","['taken', 'flood', 'myrrh', 'bushy']","{'false_letters': ['e', 'f', 'o', 'n', 'd', 'm', 'a', 'l', 'r', 'k', 't'], 'true_letters': {0: 'b', 1: 'u', 2: 's', 3: 'h', 4: 'y'}, 'misplaced_letters': {1: ['y'], 4: ['h']}}",1
6,"[6512, 307, 67, 28, 3, 1]","['sammy', 'heaps', 'draws', 'coals', 'goats', 'boats']","{'false_letters': ['e', 'p', 'y', 'w', 'g', 'm', 'd', 'l', 'r', 'h', 'c'], 'true_letters': {2: 'a', 4: 's', 1: 'o', 3: 't', 0: 'b'}, 'misplaced_letters': {0: ['s'], 1: ['a']}}",1
3,"[6512, 17, 3]","['blast', 'betty', 'broth']","{'false_letters': ['e', 'y', 's', 'a', 'l'], 'true_letters': {0: 'b', 3: 't', 1: 'r', 2: 'o', 4: 'h'}, 'misplaced_letters': {4: ['t'], 2: ['t']}}",1
4,"[6512, 1752, 57, 2]","['drama', 'pikes', 'shone', 'swell']","{'false_letters': ['p', 'i', 'o', 'n', 'd', 'm', 'a', 'r', 'k', 'h'], 'true_letters': {0: 's', 1: 'w', 2: 'e', 3: 'l', 4: 'l'}, 'misplaced_letters': {3: ['e'], 4: ['s', 'e']}}",1
5,"[6512, 1564, 185, 8, 4]","['given', 'masts', 'curds', 'rolls', 'brows']","{'false_letters': ['e', 'u', 'i', 'v', 'n', 'g', 'm', 'd', 'a', 'l', 't', 'c'], 'true_letters': {4: 's', 0: 'b', 1: 'r', 2: 'o', 3: 'w'}, 'misplaced_letters': {2: ['s', 'r'], 0: ['r'], 1: ['o']}}",1
4,"[6512, 589, 37, 2]","['steal', 'dunce', 'grove', 'whore']","{'false_letters': ['u', 'v', 'n', 'g', 'd', 's', 'a', 'l', 't', 'c'], 'true_letters': {4: 'e', 2: 'o', 0: 'w', 1: 'h', 3: 'r'}, 'misplaced_letters': {2: ['e'], 1: ['r']}}",1
3,"[6512, 329, 9]","['ether', 'rouse', 'purge']","{'false_letters': ['t', 'h', 'o', 's'], 'true_letters': {4: 'e', 0: 'p', 1: 'u', 2: 'r', 3: 'g'}, 'misplaced_letters': {0: ['e', 'r'], 3: ['e'], 4: ['r'], 2: ['u']}}",1
5,"[6512, 718, 28, 4, 2]","['knots', 'chips', 'ashes', 'heads', 'hears']","{'false_letters': ['p', 'i', 'o', 'n', 'd', 'k', 't', 'c'], 'true_letters': {4: 's', 0: 'h', 1: 'e', 2: 'a', 3: 'r'}, 'misplaced_letters': {1: ['h', 's'], 0: ['a'], 2: ['h'], 3: ['e']}}",1
4,"[6512, 1508, 27, 3]","['gifts', 'could', 'droop', 'drove']","{'false_letters': ['f', 'p', 'u', 'i', 'g', 's', 'l', 't', 'c'], 'true_letters': {0: 'd', 1: 'r', 2: 'o', 3: 'v', 4: 'e'}, 'misplaced_letters': {1: ['o'], 4: ['d'], 3: ['o']}}",1
3,"[6512, 52, 11]","['nancy', 'black', 'mecca']","{'false_letters': ['y', 'n', 'b', 'l', 'k'], 'true_letters': {3: 'c', 0: 'm', 1: 'e', 2: 'c', 4: 'a'}, 'misplaced_letters': {1: ['a'], 2: ['a']}}",1
5,"[6512, 1872, 295, 37, 1]","['shops', 'blank', 'utter', 'crime', 'drive']","{'false_letters': ['p', 'u', 'o', 'n', 'm', 'b', 's', 'l', 'a', 'k', 't', 'h', 'c'], 'true_letters': {1: 'r', 2: 'i', 4: 'e', 0: 'd', 3: 'v'}, 'misplaced_letters': {3: ['e'], 4: ['r']}}",1
4,"[6512, 325, 101, 9]","['flute', 'shake', 'drive', 'borne']","{'false_letters': ['f', 'u', 'i', 'v', 'd', 's', 'a', 'l', 'k', 't', 'h'], 'true_letters': {4: 'e', 0: 'b', 1: 'o', 2: 'r', 3: 'n'}, 'misplaced_letters': {1: ['r']}}",1
4,"[6512, 269, 11, 9]","['miser', 'shark', 'start', 'scarf']","{'false_letters': ['e', 'i', 'm', 'k', 't', 'h'], 'true_letters': {0: 's', 2: 'a', 3: 'r', 1: 'c', 4: 'f'}, 'misplaced_letters': {2: ['s'], 4: ['r']}}",1
5,"[6512, 397, 92, 7, 1]","['items', 'avoid', 'wring', 'fling', 'lying']","{'false_letters': ['e', 'f', 'o', 'v', 'w', 'd', 'm', 's', 'a', 'r', 't'], 'true_letters': {2: 'i', 3: 'n', 4: 'g', 0: 'l', 1: 'y'}, 'misplaced_letters': {0: ['i'], 3: ['i'], 1: ['l']}}",1
3,"[6512, 110, 2]","['madam', 'ended', 'under']","{'false_letters': ['m', 'a'], 'true_letters': {2: 'd', 1: 'n', 3: 'e', 0: 'u', 4: 'r'}, 'misplaced_letters': {0: ['e'], 4: ['d']}}",1
4,"[6512, 35, 6, 1]","['boyle', 'apple', 'angle', 'ankle']","{'false_letters': ['p', 'o', 'y', 'g', 'b'], 'true_letters': {3: 'l', 4: 'e', 0: 'a', 1: 'n', 2: 'k'}, 'misplaced_letters': {}}",1
4,"[6512, 81, 9, 1]","['learn', 'flash', 'avail', 'italy']","{'false_letters': ['e', 'f', 'v', 'n', 's', 'r', 'h'], 'true_letters': {2: 'a', 0: 'i', 1: 't', 3: 'l', 4: 'y'}, 'misplaced_letters': {0: ['l', 'a'], 1: ['l'], 3: ['i'], 4: ['l']}}",1
5,"[6512, 400, 106, 45, 11]","['drive', 'fewer', 'negro', 'mercy', 'berth']","{'false_letters': ['f', 'i', 'o', 'y', 'n', 'v', 'w', 'g', 'd', 'm', 'c'], 'true_letters': {1: 'e', 2: 'r', 0: 'b', 3: 't', 4: 'h'}, 'misplaced_letters': {1: ['r'], 4: ['e', 'r'], 3: ['e', 'r']}}",1
5,"[6512, 1294, 269, 47, 5]","['blush', 'farms', 'needs', 'types', 'spies']","{'false_letters': ['f', 'u', 'y', 'n', 'm', 'b', 'd', 'l', 'a', 'r', 't', 'h'], 'true_letters': {4: 's', 3: 'e', 0: 's', 1: 'p', 2: 'i'}, 'misplaced_letters': {3: ['s'], 1: ['e'], 2: ['e', 'p']}}",1
5,"[6512, 401, 99, 14, 1]","['aside', 'every', 'berth', 'renew', 'newer']","{'false_letters': ['i', 'y', 'v', 'd', 'b', 's', 'a', 't', 'h'], 'true_letters': {1: 'e', 3: 'e', 0: 'n', 2: 'w', 4: 'r'}, 'misplaced_letters': {4: ['e', 'w'], 0: ['e', 'r'], 2: ['e', 'r', 'n'], 3: ['r']}}",1
5,"[6512, 62, 37, 8, 3]","['minds', 'goods', 'deeds', 'reads', 'leads']","{'false_letters': ['i', 'o', 'n', 'g', 'm', 'r'], 'true_letters': {3: 'd', 4: 's', 1: 'e', 2: 'a', 0: 'l'}, 'misplaced_letters': {0: ['d'], 2: ['e']}}",1
4,"[6512, 168, 18, 3]","['lying', 'devil', 'rifle', 'isles']","{'false_letters': ['f', 'y', 'v', 'n', 'g', 'd', 'r'], 'true_letters': {0: 'i', 1: 's', 2: 'l', 3: 'e', 4: 's'}, 'misplaced_letters': {0: ['l'], 2: ['i'], 1: ['e', 'i'], 3: ['i', 'l'], 4: ['l', 'e']}}",1
4,"[6512, 140, 50, 5]","['apart', 'tight', 'exult', 'fleet']","{'false_letters': ['p', 'u', 'i', 'x', 'g', 'a', 'r', 'h'], 'true_letters': {4: 't', 0: 'f', 1: 'l', 2: 'e', 3: 'e'}, 'misplaced_letters': {0: ['t', 'e'], 3: ['l']}}",1
4,"[6512, 222, 8, 1]","['skies', 'scott', 'story', 'storm']","{'false_letters': ['e', 'i', 'y', 'k', 'c'], 'true_letters': {0: 's', 2: 'o', 1: 't', 3: 'r', 4: 'm'}, 'misplaced_letters': {4: ['s', 't'], 3: ['t']}}",1
4,"[6512, 1163, 45, 3]","['eagle', 'horns', 'study', 'stuff']","{'false_letters': ['e', 'o', 'y', 'n', 'g', 'd', 'a', 'l', 'r', 'h'], 'true_letters': {0: 's', 1: 't', 2: 'u', 3: 'f', 4: 'f'}, 'misplaced_letters': {4: ['s']}}",1
4,"[6512, 732, 8, 1]","['jokes', 'curve', 'prune', 'brute']","{'false_letters': ['p', 'j', 'o', 'n', 'v', 's', 'k', 'c'], 'true_letters': {4: 'e', 1: 'r', 2: 'u', 0: 'b', 3: 't'}, 'misplaced_letters': {3: ['e'], 1: ['u'], 2: ['r']}}",1
3,"[6512, 3, 1]","['thigh', 'ought', 'aught']","{'false_letters': ['i', 'o'], 'true_letters': {1: 'u', 2: 'g', 3: 'h', 4: 't', 0: 'a'}, 'misplaced_letters': {0: ['t'], 1: ['h'], 3: ['g'], 4: ['h']}}",1
5,"[6512, 88, 42, 3, 2]","['sharp', 'aught', 'handy', 'haman', 'haven']","{'false_letters': ['p', 'u', 'y', 'g', 'd', 'm', 's', 'r', 't'], 'true_letters': {0: 'h', 1: 'a', 4: 'n', 2: 'v', 3: 'e'}, 'misplaced_letters': {1: ['h'], 2: ['a', 'n'], 0: ['a'], 3: ['h', 'a']}}",1
5,"[6512, 501, 145, 52, 26]","['weigh', 'repay', 'cells', 'desks', 'tents']","{'false_letters': ['p', 'i', 'y', 'w', 'g', 'd', 'a', 'r', 'l', 'k', 'h', 'c'], 'true_letters': {1: 'e', 4: 's', 0: 't', 2: 'n', 3: 't'}, 'misplaced_letters': {2: ['s']}}",1
5,"[6512, 657, 217, 7, 1]","['sends', 'frogs', 'chaps', 'hills', 'hulls']","{'false_letters': ['e', 'p', 'i', 'f', 'o', 'n', 'g', 'd', 'a', 'r', 'c'], 'true_letters': {4: 's', 0: 'h', 2: 'l', 3: 'l', 1: 'u'}, 'misplaced_letters': {0: ['s'], 1: ['h']}}",1
5,"[6512, 1971, 242, 11, 2]","['bound', 'peace', 'harsh', 'fairy', 'rally']","{'false_letters': ['p', 'e', 'u', 'f', 'o', 'i', 'n', 'd', 'b', 's', 'h', 'c'], 'true_letters': {1: 'a', 4: 'y', 0: 'r', 2: 'l', 3: 'l'}, 'misplaced_letters': {2: ['a', 'r'], 3: ['r']}}",1
4,"[6512, 215, 61, 17]","['thorn', 'razor', 'forms', 'world']","{'false_letters': ['f', 'z', 'n', 'm', 's', 'a', 't', 'h'], 'true_letters': {1: 'o', 2: 'r', 0: 'w', 3: 'l', 4: 'd'}, 'misplaced_letters': {2: ['o'], 3: ['r', 'o'], 0: ['r'], 4: ['r']}}",1
4,"[6512, 59, 2, 1]","['twist', 'astir', 'stain', 'staid']","{'false_letters': ['r', 'w', 'n'], 'true_letters': {3: 'i', 0: 's', 1: 't', 2: 'a', 4: 'd'}, 'misplaced_letters': {0: ['t', 'a'], 2: ['i', 't'], 3: ['s'], 4: ['t'], 1: ['s']}}",1
5,"[6512, 2238, 422, 54, 1]","['ended', 'shook', 'augur', 'twill', 'civil']","{'false_letters': ['e', 'u', 'o', 'n', 'g', 'w', 'd', 's', 'a', 'r', 'k', 't', 'h'], 'true_letters': {4: 'l', 0: 'c', 1: 'i', 2: 'v', 3: 'i'}, 'misplaced_letters': {2: ['i'], 3: ['l']}}",1
3,"[6512, 884, 219]","['quick', 'tight', 'folio']","{'false_letters': ['u', 'q', 'g', 'k', 't', 'h', 'c'], 'true_letters': {0: 'f', 1: 'o', 2: 'l', 3: 'i', 4: 'o'}, 'misplaced_letters': {2: ['i'], 1: ['i']}}",1
4,"[6512, 336, 18, 4]","['guess', 'sword', 'strip', 'sarah']","{'false_letters': ['e', 'p', 'u', 'i', 'o', 'g', 'w', 'd', 't'], 'true_letters': {0: 's', 2: 'r', 1: 'a', 3: 'a', 4: 'h'}, 'misplaced_letters': {3: ['s', 'r'], 4: ['s']}}",1
4,"[6512, 536, 195, 2]","['gazed', 'falls', 'major', 'tabor']","{'false_letters': ['e', 'f', 'j', 'z', 'g', 'd', 'm', 's', 'l'], 'true_letters': {1: 'a', 3: 'o', 4: 'r', 0: 't', 2: 'b'}, 'misplaced_letters': {}}",1
5,"[6512, 1843, 197, 49, 1]","['month', 'fiery', 'serve', 'urged', 'ruled']","{'false_letters': ['f', 'i', 'o', 'y', 'n', 'v', 'g', 'm', 's', 't', 'h'], 'true_letters': {3: 'e', 4: 'd', 0: 'r', 1: 'u', 2: 'l'}, 'misplaced_letters': {2: ['e', 'r'], 3: ['r'], 1: ['e', 'r'], 4: ['e'], 0: ['u']}}",1
3,"[6512, 90, 2]","['studs', 'equal', 'cruel']","{'false_letters': ['q', 'd', 's', 'a', 't'], 'true_letters': {2: 'u', 4: 'l', 0: 'c', 1: 'r', 3: 'e'}, 'misplaced_letters': {0: ['e']}}",1
4,"[6512, 170, 10, 3]","['tiles', 'sends', 'omens', 'opens']","{'false_letters': ['i', 'd', 'm', 'l', 't'], 'true_letters': {4: 's', 0: 'o', 2: 'e', 3: 'n', 1: 'p'}, 'misplaced_letters': {3: ['e'], 0: ['s'], 1: ['e'], 2: ['n']}}",1
3,"[6512, 67, 13]","['wrath', 'frost', 'greet']","{'false_letters': ['f', 'o', 'w', 's', 'a', 'h'], 'true_letters': {1: 'r', 4: 't', 0: 'g', 2: 'e', 3: 'e'}, 'misplaced_letters': {3: ['t']}}",1
4,"[6512, 73, 21, 1]","['proud', 'budge', 'dusty', 'dusky']","{'false_letters': ['p', 'e', 'o', 'g', 'b', 'r', 't'], 'true_letters': {1: 'u', 0: 'd', 2: 's', 4: 'y', 3: 'k'}, 'misplaced_letters': {3: ['u'], 4: ['d'], 2: ['d']}}",1
5,"[6512, 228, 101, 14, 1]","['tiger', 'micah', 'silly', 'dixon', 'widow']","{'false_letters': ['e', 'y', 'n', 'x', 'g', 'm', 's', 'a', 'r', 'l', 't', 'h', 'c'], 'true_letters': {1: 'i', 3: 'o', 0: 'w', 2: 'd', 4: 'w'}, 'misplaced_letters': {0: ['d']}}",1
5,"[6512, 458, 31, 11, 8]","['paced', 'sleet', 'threw', 'enter', 'utter']","{'false_letters': ['p', 'n', 'w', 'd', 's', 'l', 'a', 'h', 'c'], 'true_letters': {3: 'e', 2: 't', 4: 'r', 0: 'u', 1: 't'}, 'misplaced_letters': {2: ['e', 'r'], 4: ['t'], 0: ['t', 'e']}}",1
4,"[6512, 392, 105, 2]","['rises', 'trunk', 'hardy', 'glory']","{'false_letters': ['e', 'u', 'i', 'n', 'd', 's', 'a', 'k', 't', 'h'], 'true_letters': {4: 'y', 0: 'g', 1: 'l', 2: 'o', 3: 'r'}, 'misplaced_letters': {0: ['r'], 1: ['r'], 2: ['r']}}",1
2,"[6512, 20]","['betsy', 'jesse']","{'false_letters': ['t', 'b', 'y'], 'true_letters': {1: 'e', 3: 's', 0: 'j', 2: 's', 4: 'e'}, 'misplaced_letters': {}}",1
6,"[6512, 582, 13, 8, 6, 1]","['sulks', 'cable', 'alive', 'flame', 'plane', 'plate']","{'false_letters': ['f', 'u', 'i', 'v', 'n', 'm', 'b', 's', 'k', 'c'], 'true_letters': {4: 'e', 1: 'l', 2: 'a', 0: 'p', 3: 't'}, 'misplaced_letters': {2: ['l'], 1: ['a'], 3: ['l'], 0: ['a']}}",1
4,"[6512, 578, 20, 6]","['shade', 'glory', 'lucky', 'billy']","{'false_letters': ['e', 'u', 'o', 'g', 'd', 's', 'a', 'r', 'k', 'h', 'c'], 'true_letters': {4: 'y', 0: 'b', 1: 'i', 2: 'l', 3: 'l'}, 'misplaced_letters': {1: ['l'], 0: ['l']}}",1
4,"[6512, 1466, 60, 2]","['until', 'worse', 'safer', 'sperm']","{'false_letters': ['f', 'u', 'i', 'o', 'n', 'w', 'l', 'a', 't'], 'true_letters': {0: 's', 1: 'p', 2: 'e', 3: 'r', 4: 'm'}, 'misplaced_letters': {2: ['r'], 3: ['s', 'e'], 4: ['e', 'r']}}",1
5,"[6512, 830, 57, 5, 3]","['angel', 'chips', 'timid', 'fifty', 'witty']","{'false_letters': ['e', 'p', 'f', 'n', 'g', 'm', 'd', 's', 'l', 'a', 'h', 'c'], 'true_letters': {1: 'i', 3: 't', 4: 'y', 0: 'w', 2: 't'}, 'misplaced_letters': {2: ['i'], 0: ['t'], 3: ['i']}}",1
4,"[6512, 44, 5, 1]","['forth', 'fraud', 'fairy', 'fairs']","{'false_letters': ['u', 'o', 'y', 'd', 't', 'h'], 'true_letters': {0: 'f', 1: 'a', 2: 'i', 3: 'r', 4: 's'}, 'misplaced_letters': {2: ['r', 'a'], 1: ['r']}}",1
4,"[6512, 452, 8, 3]","['gangs', 'steel', 'pulse', 'loose']","{'false_letters': ['p', 'u', 'n', 'g', 'a', 't'], 'true_letters': {3: 's', 4: 'e', 0: 'l', 1: 'o', 2: 'o'}, 'misplaced_letters': {4: ['s', 'l'], 0: ['s'], 2: ['e', 'l'], 3: ['e']}}",1
3,"[6512, 155, 3]","['close', 'often', 'toned']","{'false_letters': ['f', 'l', 's', 'c'], 'true_letters': {3: 'e', 0: 't', 1: 'o', 2: 'n', 4: 'd'}, 'misplaced_letters': {2: ['o', 't'], 4: ['e', 'n'], 0: ['o']}}",1
4,"[6512, 389, 208, 5]","['every', 'fifty', 'gaudy', 'madly']","{'false_letters': ['e', 'f', 'u', 'i', 'v', 'g', 'r', 't'], 'true_letters': {4: 'y', 1: 'a', 0: 'm', 2: 'd', 3: 'l'}, 'misplaced_letters': {3: ['d']}}",1
5,"[6512, 116, 8, 5, 2]","['times', 'south', 'study', 'stung', 'stuff']","{'false_letters': ['e', 'i', 'o', 'y', 'n', 'g', 'm', 'd', 'h'], 'true_letters': {0: 's', 2: 'u', 1: 't', 3: 'f', 4: 'f'}, 'misplaced_letters': {0: ['t'], 4: ['s'], 3: ['t']}}",1
3,"[6512, 70, 6]","['cells', 'cords', 'chaos']","{'false_letters': ['e', 'r', 'd', 'l'], 'true_letters': {0: 'c', 4: 's', 1: 'h', 2: 'a', 3: 'o'}, 'misplaced_letters': {1: ['o']}}",1
5,"[6512, 83, 25, 2, 1]","['pleas', 'waste', 'snare', 'arise', 'arose']","{'false_letters': ['p', 'i', 'n', 'w', 'l', 't'], 'true_letters': {4: 'e', 0: 'a', 1: 'r', 3: 's', 2: 'o'}, 'misplaced_letters': {2: ['e', 's', 'a'], 3: ['a', 'r'], 4: ['s'], 1: ['a'], 0: ['s']}}",1
4,"[6512, 495, 111, 3]","['ocean', 'motor', 'books', 'folks']","{'false_letters': ['e', 'n', 'm', 'b', 'a', 'r', 't', 'c'], 'true_letters': {1: 'o', 3: 'k', 4: 's', 0: 'f', 2: 'l'}, 'misplaced_letters': {0: ['o'], 3: ['o'], 2: ['o']}}",1
5,"[6512, 23, 12, 7, 2]","['weave', 'waded', 'water', 'wages', 'waken']","{'false_letters': ['v', 'g', 'd', 's', 'r', 't'], 'true_letters': {0: 'w', 1: 'a', 3: 'e', 2: 'k', 4: 'n'}, 'misplaced_letters': {1: ['e'], 2: ['a'], 4: ['e']}}",1
4,"[6512, 507, 136, 2]","['named', 'about', 'class', 'claps']","{'false_letters': ['e', 'u', 'o', 'n', 'm', 'b', 'd', 't'], 'true_letters': {0: 'c', 1: 'l', 2: 'a', 4: 's', 3: 'p'}, 'misplaced_letters': {1: ['a'], 0: ['a'], 3: ['s']}}",1
4,"[6512, 60, 7, 1]","['sinai', 'plain', 'antic', 'india']","{'false_letters': ['p', 's', 'l', 't', 'c'], 'true_letters': {3: 'i', 1: 'n', 0: 'i', 2: 'd', 4: 'a'}, 'misplaced_letters': {1: ['i'], 2: ['n', 'a'], 3: ['a'], 4: ['i', 'n'], 0: ['a']}}",1
4,"[6512, 57, 16, 2]","['grape', 'aught', 'magog', 'magic']","{'false_letters': ['p', 'e', 'u', 'o', 'r', 't', 'h'], 'true_letters': {2: 'g', 0: 'm', 1: 'a', 3: 'i', 4: 'c'}, 'misplaced_letters': {0: ['g', 'a'], 2: ['a'], 4: ['g']}}",1
4,"[6512, 322, 57, 1]","['broad', 'carry', 'aware', 'wears']","{'false_letters': ['o', 'y', 'd', 'b', 'c'], 'true_letters': {3: 'r', 2: 'a', 0: 'w', 1: 'e', 4: 's'}, 'misplaced_letters': {1: ['r', 'a', 'w'], 3: ['a'], 2: ['r'], 0: ['a'], 4: ['e']}}",1
4,"[6512, 279, 5, 1]","['table', 'south', 'spots', 'scott']","{'false_letters': ['e', 'p', 'u', 'b', 'l', 'a', 'h'], 'true_letters': {0: 's', 3: 't', 2: 'o', 1: 'c', 4: 't'}, 'misplaced_letters': {0: ['t'], 1: ['o'], 4: ['s']}}",1
3,"[6512, 8, 2]","['miles', 'alien', 'uriel']","{'false_letters': ['a', 'm', 's', 'n'], 'true_letters': {3: 'e', 2: 'i', 0: 'u', 1: 'r', 4: 'l'}, 'misplaced_letters': {1: ['i', 'l'], 2: ['l']}}",1
4,"[6512, 23, 6, 2]","['skull', 'folks', 'leaks', 'links']","{'false_letters': ['f', 'e', 'u', 'o', 'a'], 'true_letters': {3: 'k', 4: 's', 0: 'l', 1: 'i', 2: 'n'}, 'misplaced_letters': {0: ['s'], 1: ['k'], 3: ['l'], 4: ['l'], 2: ['l']}}",1
5,"[6512, 502, 82, 5, 3]","['walks', 'uriah', 'among', 'afoot', 'abode']","{'false_letters': ['f', 'u', 'i', 'n', 'w', 'g', 'm', 's', 'l', 'r', 'k', 't', 'h'], 'true_letters': {0: 'a', 2: 'o', 1: 'b', 3: 'd', 4: 'e'}, 'misplaced_letters': {1: ['a'], 3: ['a', 'o']}}",1
3,"[6512, 23, 14]","['weave', 'water', 'wages']","{'false_letters': ['t', 'r', 'v'], 'true_letters': {0: 'w', 1: 'a', 3: 'e', 2: 'g', 4: 's'}, 'misplaced_letters': {1: ['e'], 2: ['a'], 4: ['e']}}",1
4,"[6512, 459, 4, 1]","['stick', 'hired', 'yield', 'fiend']","{'false_letters': ['y', 's', 'l', 'r', 'k', 't', 'h', 'c'], 'true_letters': {1: 'i', 4: 'd', 2: 'e', 0: 'f', 3: 'n'}, 'misplaced_letters': {2: ['i'], 3: ['e']}}",1
